cd_id,year,dem_vote,repub_vote,total_vote,pct_dem,pct_gop
G4822,1990,67812,150221,218033,31.10171396,68.89828604
G4823,1990,63797,98259,166347,38.35175867,59.06869375
G4824,1990,104174,70042,174216,59.79588557,40.20411443
G4825,1990,98975,73192,176877,55.95696444,41.38016814
G4826,1990,55237,150209,205531,26.87526456,73.08337915
G4827,1990,87022,66853,156844,55.48315524,42.62388105
G4828,1990,122457,0,140585,87.10530995,0
G4829,1990,64064,34609,98673,64.92556221,35.07443779
G4830,1990,107831,37853,150747,71.53110841,25.11028412
G4901,1990,68712,160037,245254,28.01666843,65.25357385
G4902,1990,127738,118307,252969,50.49551526,46.76739047
G4903,1990,135029,84019,229061,58.94892627,36.67974906
G5000,1990,22279,86901,281626,7.9108463,30.85688111
G5101,1990,89814,133537,232051,38.70442273,57.54640144
G5102,1990,99253,77797,177133,56.03303732,43.92010523
G5103,1990,132432,35780,168473,78.60725457,21.23782446
G5104,1990,147649,68286,215960,68.36867939,31.6197444
G5105,1990,133031,60030,193084,68.89799258,31.0900955
G5106,1990,84618,127309,212087,39.8977778,60.02678146
G5107,1990,0,211618,255375,0,82.86558982
G5108,1990,138542,102717,247126,56.06128048,41.56462695
G5109,1990,133284,77985,211295,63.07958068,36.90811425
G5110,1990,75775,144471,227191,33.35299374,63.590107
G5111,1990,114172,103119,228272,50.01577066,45.1737401
G5301,1990,148844,113897,271274,54.86850933,41.98596253
G5302,1990,133207,107365,255920,52.05025008,41.9525633
G5303,1990,138043,108583,246626,55.97260629,44.02739371
G5304,1990,106556,103028,209584,50.8416673,49.1583327
G5305,1990,135965,110443,246408,55.17880913,44.82119087
G5306,1990,152933,66664,238162,64.21385444,27.99103131
G5307,1990,222604,54149,283950,78.39549216,19.06990667
G5308,1990,87611,155874,258171,33.93525996,60.37626224
G5309,1990,110902,91910,212919,52.0864742,43.16665023
G5401,1990,172924,0,172924,100,0
G5402,1990,143988,59102,203090,70.89861638,29.10138362
G5403,1990,122279,64012,186291,65.63870504,34.36129496
G5501,1990,147495,104352,256280,57.55228656,40.71796473
G5502,1990,108291,183366,292898,36.97225655,62.60404646
G5503,1990,108664,146903,260335,41.74006568,56.42844796
G5504,1990,173482,84872,263803,65.76195115,32.17249235
G5505,1990,162344,71085,234176,69.32563542,30.35537374
G5506,1990,128232,143875,272137,47.12038422,52.86859192
G5507,1990,166200,91772,257982,64.42309929,35.57302447
G5508,1990,81792,191704,273532,29.90216867,70.08467017
G5509,1990,77362,192898,276787,27.9500121,69.69185692
G5600,1990,77418,113882,196977,39.30306584,57.81487179
G0101,2015,0,208083,215893,0,96.38
G0102,2015,112089,134886,276584,40.53,48.77
G0103,2015,94549,192164,287104,32.93,66.93
G0104,2015,0,235925,239444,0,98.53
G0105,2015,102234,205647,308326,33.16,66.7
G0106,2015,83709,245313,329306,25.42,74.49
G0107,2015,229330,0,233028,98.41,0
G0200,2015,111019,155088,308198,36.02,50.32
G0401,2015,142219,121745,280710,50.66,43.37
G0402,2015,135873,179806,315679,43.04,56.96
G0403,2015,148973,0,151035,98.63,0
G0404,2015,81296,203487,284783,28.55,71.45
G0405,2015,114940,205184,320124,35.9,64.1
G0406,2015,122866,201578,324444,37.87,62.13
G0407,2015,119465,39286,158811,75.22,24.74
G0408,2015,0,204942,298971,0,68.55
G0409,2015,169055,108350,277507,60.92,39.04
G0501,2015,0,183866,241047,0,76.28
G0502,2015,111347,176472,302464,36.81,58.34
G0503,2015,0,217192,280907,0,77.32
G0504,2015,0,"182,885",244159,0,74.9
G0601,2015,128588,185448,314036,40.95,59.05
G0602,2015,254194,76572,330766,76.85,23.15
G0603,2015,152513,104453,256996,59.34,40.64
G0604,2015,130845,220133,350978,37.28,62.72
G0605,2015,224526,67565,292091,76.87,23.13
G0606,2015,177565,57848,235413,75.43,24.57
G0607,2015,152133,145168,297301,51.17,48.83
G0608,2015,83035,136972,220007,37.74,62.26
G0609,2015,133163,98992,232155,57.36,42.64
G0610,2015,116470,124761,241141,48.3,51.74
G0611,2015,214868,83341,298209,72.05,27.95
G0612,2015,274035,0,338845,80.87,0
G0613,2015,293117,29754,322871,90.78,9.22
G0614,2015,231630,54817,286447,80.86,19.14
G0615,2015,198578,70619,269197,73.77,26.23
G0616,2015,97473,70843,167956,58.03,42.18
G0617,2015,233192,0,233192,100,0
G0618,2015,230460,93470,323930,71.15,28.85
G0619,2015,181802,64061,245863,73.94,26.06
G0620,2015,180980,74811,255791,70.75,29.25
G0621,2015,57282,75126,132408,43.26,56.74
G0622,2015,76211,158755,234966,32.43,67.57
G0623,2015,74468,167116,241584,30.82,69.18
G0624,2015,166034,144780,310814,53.42,46.58
G0625,2015,122406,138755,261161,46.87,53.13
G0626,2015,169248,111059,280307,60.38,39.62
G0627,2015,168977,81655,250632,67.42,32.58
G0628,2015,210883,59526,270409,77.99,22.01
G0629,2015,171824,0,171824,100,0
G0630,2015,205279,77325,282604,72.64,27.36
G0631,2015,121070,94866,215936,56.07,43.93
G0632,2015,186646,0,186646,100,0
G0633,2015,219397,110822,330219,66.44,33.56
G0634,2015,159156,0,159156,100,0
G0635,2015,124044,47309,171353,72.39,27.61
G0636,2015,144348,88269,232617,62.05,37.95
G0637,2015,237272,0,237272,100,0
G0638,2015,163590,68524,232114,70.48,29.52
G0639,2015,112769,150777,263456,42.8,57.23
G0640,2015,106554,0,149297,71.37,0
G0641,2015,128164,69159,197323,64.95,35.05
G0642,2015,104689,149547,254236,41.18,58.82
G0643,2015,167017,52499,219516,76.08,23.92
G0644,2015,178413,0,178413,100,0
G0645,2015,129231,182618,311849,41.44,58.56
G0646,2015,164593,0,164593,100,0
G0647,2015,154759,88109,242868,63.72,36.28
G0648,2015,127715,178701,306416,41.68,58.32
G0649,2015,154267,155888,310155,49.74,50.26
G0650,2015,103646,179937,283583,36.55,63.45
G0651,2015,145162,54362,199524,72.75,27.25
G0652,2015,181253,139403,320656,56.53,43.47
G0653,2015,198988,97968,296956,67.01,32.99
G0801,2015,257254,105030,379036,67.87,27.71
G0802,2015,260175,170001,457312,56.89,37.17
G0803,2015,150914,204220,374037,40.35,54.6
G0804,2015,123642,248230,390633,31.65,63.55
G0805,2015,111676,225445,361993,30.85,62.28
G0806,2015,160372,191626,376417,42.6,50.91
G0807,2015,199758,144066,362010,55.18,39.8
G0901,2015,"187,021","105,674",312925,59.77,33.77
G0902,2015,"186,210","111,149",330257,56.38,33.66
G0903,2015,"192,274","95,786",309379,62.15,30.96
G0904,2015,"187,811","120,653",313540,59.9,38.48
G0905,2015,"163,499","124,900",309082,52.9,40.41
G1000,2015,233554,172301,420617,55.53,40.96
G1198,2015,265178,0,312575,84.84,0
G1201,2015,114079,255107,369186,30.9,69.1
G1202,2015,102801,231163,343362,29.94,67.32
G1203,2015,136338,193843,342700,39.78,56.56
G1204,2015,113088,287509,409662,27.61,70.18
G1205,2015,194549,108325,302874,64.23,35.77
G1206,2015,151051,213519,364570,41.43,58.57
G1207,2015,182039,171583,353655,51.47,48.52
G1208,2015,127127,246483,390561,32.55,63.11
G1209,2015,195311,144450,339761,57.48,42.52
G1210,2015,198491,107498,305989,64.87,35.13
G1211,2015,124713,258016,394719,31.6,65.37
G1212,2015,116110,253559,369669,31.41,68.59
G1213,2015,184693,171149,355842,51.9,48.1
G1214,2015,195789,121088,316877,61.79,38.21
G1215,2015,135475,182999,318474,42.54,57.46
G1216,2015,155262,230654,385916,40.23,59.77
G1217,2015,115974,209348,338675,34.24,61.81
G1218,2015,161918,201488,375918,43.07,53.6
G1219,2015,123812,239225,363166,34.09,65.87
G1220,2015,222914,54646,277560,80.31,19.69
G1221,2015,210606,118038,335861,62.71,35.14
G1222,2015,199113,138737,337850,58.94,41.06
G1223,2015,183225,130818,323120,56.7,40.49
G1224,2015,-99,0,-99,100,0
G1225,2015,95319,157921,253240,37.64,62.36
G1226,2015,115493,148547,280542,41.17,52.95
G1227,2015,129760,157917,287677,45.11,54.89
G1301,2015,0,210243,211112,0,99.59
G1302,2015,148543,94056,242599,61.23,38.77
G1303,2015,95969,207218,303187,31.65,68.35
G1304,2015,220146,70593,290739,75.72,24.28
G1305,2015,253781,46768,300549,84.44,15.56
G1306,2015,124917,201088,326005,38.32,61.68
G1307,2015,114220,174081,288301,39.62,60.38
G1308,2015,83225,173983,257208,32.36,67.64
G1309,2015,0,256535,256535,0,100
G1310,2015,0,243725,244821,0,99.55
G1311,2015,105383,217935,323318,32.59,67.41
G1312,2015,99420,159492,258912,38.4,61.6
G1313,2015,252833,0,252833,100,0
G1314,2015,0,216743,216743,0,100
G1501,2015,145417,45958,213531,68.1,21.52
G1502,2015,170848,39668,224133,76.23,17.7
G1601,2015,113052,242252,355357,31.81,68.17
G1602,2015,95940,205292,326237,29.41,62.93
G1701,2015,"234,037","81,817","315,862",74.09,25.9
G1702,2015,"235,051","59,471","294,522",79.81,20.19
G1703,2015,"225,320",0,"225,411",99.96,0
G1704,2015,"171,297",0,"171,297",100,0
G1705,2015,"212,842","86,222","313,724",67.84,27.48
G1706,2015,"143,591","208,555","352,146",40.78,59.22
G1707,2015,"250,584","46,882","297,466",84.24,15.76
G1708,2015,"144,954","103,617","248,571",58.31,41.69
G1709,2015,"217,306","109,550","326,948",66.47,33.51
G1710,2015,"150,435","135,535","285,996",52.6,47.39
G1711,2015,"166,578","108,995","275,573",60.45,39.55
G1712,2015,"124,246","169,976","313,002",39.69,54.31
G1713,2015,"126,811","187,583","314,394",40.34,59.66
G1714,2015,"137,589","200,508","338,097",40.7,59.3
G1715,2015,0,"274,554","274,554",0,100
G1716,2015,0,"259,722","259,853",0,99.95
G1717,2015,"173,125","113,943","287,068",60.31,39.69
G1718,2015,"96,770","250,506","347,283",27.86,72.13
G1801,2015,207515,0,254583,81.51,0
G1802,2015,102401,164355,277357,36.92,59.26
G1803,2015,66023,201396,287247,22.98,70.11
G1804,2015,91256,193412,299434,30.48,64.59
G1805,2015,123849,221957,361135,34.29,61.46
G1806,2015,79135,204920,296385,26.7,69.14
G1807,2015,158739,94456,264670,59.98,35.69
G1808,2015,93356,187702,294713,31.68,63.69
G1809,2015,130627,174791,322843,40.46,54.14
G1901,2015,177403,206903,384977,46.08,53.74
G1902,2015,198571,170933,370032,53.66,46.19
G1903,2015,155002,208598,390287,39.71,53.45
G1904,2015,142993,226719,370259,38.62,61.23
G2001,2015,0,169992,257971,0,65.9
G2002,2015,96840,181228,297401,32.56,60.94
G2003,2015,139300,176022,343113,40.6,51.3
G2004,2015,81495,166998,275251,29.61,60.67
G2101,2015,81710,216959,299001,27.33,72.56
G2102,2015,0,251825,251825,0,100
G2103,2015,212401,122093,334494,63.5,36.5
G2104,2015,94065,233922,327987,28.68,71.32
G2105,2015,0,221242,221242,0,100
G2106,2015,128728,202099,330827,38.91,61.09
G2201,2015,63785,243645,326788,19.52,74.56
G2202,2015,284269,0,284269,100,0
G2203,2015,56215,220621,282443,19.9,78.11
G2204,2015,46579,216540,268761,17.33,80.57
G2205,2015,0,255662,255662,0,100
G2206,2015,79202,241075,331098,23.92,72.81
G2301,2015,227546,164569,406942,55.92,40.44
G2302,2015,159081,192878,364886,43.6,52.86
G2401,2015,103622,242574,362097,28.62,66.99
G2402,2015,192183,102577,309480,62.1,33.14
G2403,2015,214640,115048,339675,63.19,33.87
G2404,2015,237501,68670,320650,74.07,21.42
G2405,2015,242989,105931,360634,67.38,29.37
G2406,2015,185770,133081,331973,55.96,40.09
G2407,2015,238838,69556,318912,74.89,21.81
G2408,2015,220657,124651,364324,60.57,34.21
G2501,2015,235803,0,349676,67.43,0
G2502,2015,275487,0,363197,75.85,0
G2503,2015,236713,107519,360124,65.73,29.86
G2504,2015,265823,113055,395304,67.25,28.6
G2505,2015,285606,0,385455,74.1,0
G2506,2015,308923,0,415749,74.31,0
G2507,2015,253354,0,309645,81.82,0
G2508,2015,271019,102744,396009,68.44,25.94
G2509,2015,211790,127803,403642,52.47,31.66
G2601,2015,144334,197777,360271,40.06,54.9
G2602,2015,110391,212508,339328,32.53,62.63
G2603,2015,128400,203545,342365,37.5,59.45
G2604,2015,101277,194572,315751,32.07,61.62
G2605,2015,195279,112102,319291,61.16,35.11
G2606,2015,119980,193259,329565,36.41,58.64
G2607,2015,134010,184321,334807,40.03,55.05
G2608,2015,143791,205629,366698,39.21,56.08
G2609,2015,199661,128937,344775,57.91,37.4
G2610,2015,110112,215132,340983,32.29,63.09
G2611,2015,152461,200872,379488,40.18,52.93
G2612,2015,211378,96104,328542,64.34,29.25
G2613,2015,198771,40541,257797,77.1,15.73
G2614,2015,244135,58103,310974,78.51,18.68
G2701,2015,169071,166524,335873,50.34,49.58
G2702,2015,0,173970,370515,0,46.95
G2703,2015,0,223075,393457,0,56.7
G2704,2015,203299,121033,351945,57.76,34.39
G2705,2015,249957,80660,361875,69.07,22.29
G2706,2015,0,235385,358930,0,65.58
G2707,2015,173572,156944,330823,52.47,47.44
G2708,2015,179097,177088,356971,50.17,49.61
G2801,2015,83947,206455,300423,27.94,68.72
G2802,2015,192343,83542,286626,67.11,29.15
G2803,2015,96101,209490,316445,30.37,66.2
G2804,2015,77505,181323,278779,27.8,65.04
G2901,2015,236993,62714,314024,75.47,19.97
G2902,2015,155689,241954,413296,37.67,58.54
G2903,2015,102891,249865,368333,27.93,67.84
G2904,2015,92510,225348,332234,27.84,67.83
G2905,2015,190766,123771,324270,58.83,38.17
G2906,2015,99692,238388,350444,28.45,68.02
G2907,2015,92756,228692,338607,27.39,67.54
G2908,2015,70009,229792,308871,22.67,74.4
G3000,2015,205919,285358,507831,40.55,56.19
G3101,2015,83467,189771,273238,30.55,69.45
G3102,2015,137602,141066,288308,47.73,48.93
G3103,2015,0,226720,226720,0,100
G3201,2015,116537,54174,188352,61.87,28.76
G3202,2015,115722,182676,313336,36.93,58.3
G3203,2015,146869,142926,310963,47.23,45.96
G3204,2015,128985,118328,265846,48.52,44.51
G3301,2015,162080,157176,365984,44.29,42.95
G3302,2015,174371,158825,350509,49.75,45.31
G3401,2015,183231,112388,305473,59.98,36.79
G3402,2015,110838,176338,297795,37.22,59.21
G3403,2015,127526,194596,328060,38.87,59.32
G3404,2015,111532,211992,332684,33.52,63.72
G3405,2015,172587,157690,337701,51.11,46.7
G3406,2015,167895,91908,263435,63.73,34.89
G3407,2015,148188,185850,343635,43.12,54.08
G3408,2015,134733,32337,174889,77.04,18.49
G3409,2015,162642,65376,233242,69.73,28.03
G3410,2015,190856,26450,222771,85.67,11.87
G3411,2015,130162,194299,334992,38.86,58
G3412,2015,181430,92407,288634,62.86,32.02
G3501,2015,181088,96879,277967,65.15,34.85
G3502,2015,85232,143515,228817,37.25,62.72
G3503,2015,170612,102730,273342,62.42,37.58
G3601,2015,126635,158409,341554,37.08,46.38
G3602,2015,102270,157571,317552,32.21,49.62
G3603,2015,171775,133954,350966,48.94,38.17
G3604,2015,181861,111246,343179,52.99,32.42
G3605,2015,197852,26791,249236,79.38,10.75
G3606,2015,131463,43770,210378,62.49,20.81
G3607,2015,165819,14941,206983,80.11,7.22
G3608,2015,203235,0,257602,78.89,0
G3609,2015,198886,0,256853,77.43,0
G3610,2015,180117,46275,266516,67.58,17.36
G3611,2015,85257,122606,251718,33.87,48.71
G3612,2015,230153,49398,312289,73.7,15.82
G3613,2015,207194,13129,255239,81.18,5.14
G3614,2015,138367,26891,197301,70.13,13.63
G3615,2015,165688,6129,193703,85.54,3.16
G3616,2015,198811,0,287556,69.14,0
G3617,2015,193819,0,325571,59.53,0
G3618,2015,140951,111117,319123,44.17,34.82
G3619,2015,125956,135905,326588,38.57,41.61
G3620,2015,188428,83328,332499,56.67,25.06
G3621,2015,75965,152597,288611,26.32,52.87
G3622,2015,102734,113287,296086,34.7,38.26
G3623,2015,106600,136964,296198,35.99,46.24
G3624,2015,110550,150330,315429,35.05,47.66
G3625,2015,168660,113840,336386,50.14,33.84
G3626,2015,195322,56930,310819,62.84,18.32
G3627,2015,107832,175509,354426,30.42,49.52
G3701,2015,240661,101567,350699,68.62,28.96
G3702,2015,169082,221485,390567,43.29,56.71
G3703,2015,106170,217531,323701,32.8,67.2
G3704,2015,279380,130161,409541,68.22,31.78
G3705,2015,147887,207625,355512,41.6,58.4
G3706,2015,143167,207983,351150,40.77,59.23
G3707,2015,135905,211801,347706,39.09,60.91
G3708,2015,133182,189863,323045,41.23,58.77
G3709,2015,139041,193452,332493,41.82,58.18
G3710,2015,128919,220825,349744,36.86,63.14
G3711,2015,129103,230405,359508,35.91,64.09
G3712,2015,234115,115185,349300,67.02,32.98
G3713,2015,156049,199443,355492,43.9,56.1
G3800,2015,80377,233980,338459,23.75,69.13
G3901,2015,144644,210014,354788,40.77,59.19
G3902,2015,111694,221193,340279,32.82,65
G3903,2015,199791,91560,291351,68.57,31.43
G3904,2015,98981,210227,309208,32.01,67.99
G3905,2015,100392,244599,344991,29.1,70.9
G3906,2015,88780,213975,302755,29.32,70.68
G3907,2015,89638,198221,309553,28.96,64.03
G3908,2015,87794,223833,325506,26.97,68.76
G3909,2015,193966,88427,282398,68.69,31.31
G3910,2015,109981,215724,336602,32.67,64.09
G3911,2015,242917,59769,302686,80.25,19.75
G3912,2015,112638,251266,377534,29.84,66.55
G3913,2015,208610,99377,308004,67.73,32.26
G3914,2015,130907,219191,350269,37.37,62.58
G3915,2015,113960,222847,336807,33.84,66.16
G3916,2015,119830,225794,345624,34.67,65.33
G4001,2015,0,-99,-99,0,100
G4002,2015,62387,189839,268870,23.2,70.61
G4003,2015,63090,227525,290615,21.71,78.29
G4004,2015,76472,204143,293189,26.08,69.63
G4005,2015,103273,160184,280570,36.81,57.09
G4101,2015,225391,139756,378095,59.61,36.96
G4102,2015,106640,272952,380739,28.01,71.69
G4103,2015,274687,0,382355,71.84,0
G4104,2015,220628,157743,397568,55.49,39.68
G4105,2015,199505,160443,373108,53.47,43
G4201,2015,245791,53219,299010,82.2,17.8
G4202,2015,322514,35131,357645,90.18,9.82
G4203,2015,0,244893,244893,0,100
G4204,2015,113372,220628,334000,33.94,66.06
G4205,2015,101082,206761,307843,32.84,67.16
G4206,2015,155000,207469,362469,42.76,57.24
G4207,2015,153824,225678,379502,40.53,59.47
G4208,2015,173555,207263,380818,45.57,54.43
G4209,2015,107985,186580,294565,36.66,63.34
G4210,2015,89823,211282,301105,29.83,70.17
G4211,2015,113800,199421,313221,36.33,63.67
G4212,2015,137353,221851,359204,38.24,61.76
G4213,2015,239316,0,239316,100,0
G4214,2015,255293,87999,343292,74.37,25.63
G4215,2015,124129,190618,326474,38.02,58.39
G4216,2015,134586,168669,313773,42.89,53.76
G4217,2015,157734,135430,293164,53.8,46.2
G4218,2015,0,293684,293684,0,100
G4401,2015,130534,71023,202371,64.5,35.1
G4402,2015,133108,70301,229148,58.09,30.68
G4501,2015,110539,190410,325170,33.99,58.56
G4502,2015,105306,183746,304996,34.53,60.25
G4503,2015,72933,196325,269540,27.06,72.84
G4504,2015,91676,198648,295670,31.01,67.19
G4505,2015,105772,161669,273006,38.74,59.22
G4506,2015,177947,70099,253901,70.09,27.61
G4507,2015,103454,176468,289463,35.74,60.96
G4600,2015,132810,237163,369973,35.9,64.1
G4701,2015,39024,198293,253025,15.42,78.37
G4702,2015,68401,212455,280856,24.35,75.65
G4703,2015,76727,176613,266006,28.84,66.39
G4704,2015,89141,165796,254937,34.97,65.03
G4705,2015,171111,102433,273554,62.55,37.45
G4706,2015,61995,202234,284490,21.79,71.09
G4707,2015,65226,200407,277513,23.5,72.22
G4708,2015,70925,194386,282733,25.09,68.75
G4709,2015,171361,41123,217957,78.62,18.87
G4801,2015,62847,192434,260409,24.13,73.9
G4802,2015,100231,168692,278236,36.02,60.63
G4803,2015,109420,193684,316467,34.58,61.2
G4804,2015,0,216643,246220,0,87.99
G4805,2015,0,155469,192875,0,80.61
G4806,2015,106667,159444,273296,39.03,58.34
G4807,2015,111991,143542,255533,43.83,56.17
G4808,2015,0,236379,236379,0,100
G4809,2015,152032,36491,188523,80.64,19.36
G4810,2015,120170,179221,312600,38.44,57.33
G4811,2015,0,201871,225548,0,89.5
G4812,2015,76029,196482,283115,26.85,69.4
G4813,2015,0,199050,221242,0,89.97
G4814,2015,99054,160631,259685,38.14,61.86
G4815,2015,101712,66877,177479,57.31,37.68
G4816,2015,150228,0,175229,85.73,0
G4817,2015,86603,149417,245728,35.24,60.81
G4818,2015,150157,48306,204308,73.5,23.64
G4819,2015,0,176314,203475,0,86.65
G4820,2015,149640,0,187669,79.74,0
G4821,2015,129765,202967,356031,36.45,57.01
G4822,2015,123679,181864,305543,40.48,59.52
G4823,2015,107526,110577,228965,46.96,48.29
G4824,2015,108389,154845,275635,39.32,56.18
G4825,2015,117073,180988,310196,37.74,58.35
G4826,2015,94507,211730,319080,29.62,66.36
G4827,2015,88329,142251,230580,38.31,61.69
G4828,2015,122086,57740,184442,66.19,31.31
G4829,2015,95649,31646,131982,72.47,23.98
G4830,2015,170502,41518,218826,77.92,18.97
G4831,2015,103852,166060,284588,36.49,58.35
G4832,2015,0,162868,229171,0,71.07
G4833,2015,93147,33222,126369,73.71,26.29
G4834,2015,104638,62323,166961,62.67,37.33
G4835,2015,124612,62384,197576,63.07,31.57
G4836,2015,0,193675,218565,0,88.61
G4901,2015,73380,182925,277451,26.45,65.93
G4902,2015,93778,170524,276819,33.88,61.6
G4903,2015,75716,209589,285305,26.54,73.46
G4904,2015,113413,147597,274569,41.31,53.76
G5000,2015,264414,0,320467,82.51,0
G5101,2015,140785,230213,384601,36.61,59.86
G5102,2015,119440,190475,310567,38.46,61.33
G5103,2015,208337,103289,312340,66.7,33.07
G5104,2015,200136,145731,346656,57.73,42.04
G5105,2015,148339,207758,356756,41.58,58.24
G5106,2015,112170,225471,338409,33.15,66.63
G5107,2015,160159,218057,379163,42.24,57.51
G5108,2015,246653,98387,360676,68.39,27.28
G5109,2015,87877,212838,310314,28.32,68.59
G5110,2015,187712,210791,400083,46.92,52.69
G5111,2015,247818,0,282003,87.88,0
G5301,2015,193619,155779,349398,55.42,44.58
G5302,2015,208314,117094,325408,64.02,35.98
G5303,2015,119820,193457,313277,38.25,61.75
G5304,2015,0,229919,229919,0,100
G5305,2015,130575,192959,323534,40.36,59.64
G5306,2015,201718,126116,327834,61.53,38.47
G5307,2015,378754,0,378754,100,0
G5308,2015,127720,193145,320865,39.8,60.2
G5309,2015,205165,76317,281482,72.89,27.11
G5310,2015,170460,120104,290564,58.67,41.33
G5401,2015,73534,163469,237003,31.03,68.97
G5402,2015,101207,140807,242014,41.82,58.18
G5403,2015,49708,140741,207332,23.98,67.88
G5501,2015,107003,230072,354245,30.21,64.95
G5502,2015,273537,124044,398060,68.72,31.16
G5503,2015,257401,0,260370,98.86,0
G5504,2015,220181,0,286909,76.74,0
G5505,2015,114477,260706,390844,29.29,66.7
G5506,2015,133072,204147,357183,37.26,57.15
G5507,2015,138643,223418,362271,38.27,61.67
G5508,2015,135682,227892,363780,37.3,62.65
G5600,2015,75466,156176,258788,29.16,60.35
